zbin,z_mid,n_coord,beta_median,frac_pos
"(1.0, 2.0]",1.482051282051282,3,-0.012920258355115996,0.3333333333333333
"(2.0, 3.0]",2.4729166666666664,4,0.9140054502194779,0.5
"(3.0, 4.0]",3.503787878787879,4,4.307501826784828,1.0
"(4.0, 5.0]",4.467592592592593,3,2.2663424385833126,0.6666666666666666
"(5.0, 6.0]",5.6000000000000005,3,4.48836976593515,0.6666666666666666
"(6.0, 7.0]",6.58425925925926,3,-0.11896522849065638,0.3333333333333333
"(7.0, 8.0]",7.535294117647059,3,-0.9593148558951649,0.3333333333333333
"(8.0, 9.0]",8.525,3,-1.877676060397051,0.3333333333333333
"(9.0, 10.0]",9.524561403508772,3,0.3787323693311581,0.6666666666666666
